Organism	Media_addition	BM	Formic	Acetate	Propionate	Isobutyrate	h2	co2	O2	Methane	Potential_Formic	Potential_Acetate	Potential_Propionate
Desulfomicrobium_baculatum	cpd00027:glucose	-2.71E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd01711:Isobutyrate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00041:aspartate	-2.71E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00041:Aspartate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00048:SO4	-4.16E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd01711:Isobutyrate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00007:O2;cpd00048:SO4	-4.16E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00141:Propionate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00067:h2;cpd00011:co2	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd04383:Ethylbenzene	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00106:fumarate	4.425757898	0	0	0	0	-7.610277892	4.430176897	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00029:Acetate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00054:Serine	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00011:CO2	-2.71E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00029:Acetate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00047:Formic	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00156:Vanine	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Desulfomicrobium_baculatum	cpd00013:nh4;cpd00141:Propionate	-1.39E-14	0	0	0	0	0	0	0	0	1000	1000	889.2857143
Dechloromonas_aromatica	none	5.90E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene	5.549853232	0	0	0	0	194.5904802	5.549753232	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00039:Lysine	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00211:butyrate	4.955604199	0	0	0	0	139.5090351	4.955504199	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00027:glucose	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00211:Butyrate	4.955604199	0	0	0	0	139.5090351	4.955504199	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd04450:xylene	5.549853232	0	0	0	0	250.0856768	5.549753232	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00029:Acetate;cpd10516:Fe3	2.477802099	0	-49.99798208	0	0	22.66517971	2.477702099	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00221:lactate	3.716703149	0.004035836	0	0	0	40.33110496	3.716603149	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd01034:Toluene	5.549853232	0	0	0	0	226.0820521	5.549753232	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00047:Formic	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd01007:Benzene	5.549853232	0	0	0	0	194.0821744	5.549753232	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00020:pyruvate	3.716703149	0.004035834	0	0	0	11.09474315	3.716603149	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00130:malate	4.955604199	0.004035835	0	0	0	14.14786255	4.955504199	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00023:glutomate	5.90E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00035:Alanine	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00027:glucose	5.90E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd01711:Isobutyrate	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00041:aspartate	5.90E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00041:Aspartate	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00048:SO4	11.67609453	0	0	0	0	20.70493291	11.67599453	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd01711:Isobutyrate	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00007:O2;cpd00048:SO4	11.67609453	0	0	0	0	20.70493291	11.67599453	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00141:Propionate	3.716703149	0	0	-49.99865472	0	45.23362732	3.716603149	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00067:h2;cpd00011:co2	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd04383:Ethylbenzene	5.549853232	0	0	0	0	250.080947	5.549753232	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00106:fumarate	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00029:Acetate	2.477802099	0	-49.99798208	0	0	22.6651797	2.477702099	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00054:Serine	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00011:CO2	5.90E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00029:Acetate	2.477802099	0	-49.99798208	0	0	22.6651797	2.477702099	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00047:Formic	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00156:Vanine	2.78E-14	0	0	0	0	0	0	0	0	1000	1000	1000
Dechloromonas_aromatica	cpd00013:nh4;cpd00141:Propionate	3.716703149	0	0	-49.99865472	0	45.23362731	3.716603149	0	0	1000	1000	1000
Geobacter_metallireducens	none	-2.78E-14	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene	5.54794641	0	0	0	0	203.7972402	5.54784641	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00039:Lysine	1.73E-13	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00211:butyrate	4.954083804	0	0	0	0	123.6651189	4.953983804	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00027:glucose	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00211:Butyrate	4.954083804	0	0	0	0	123.6651189	4.953983804	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd04450:xylene	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00029:Acetate;cpd10516:Fe3	2.477041902	0	-49.99798147	0	0	17.92650568	2.476941902	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00221:lactate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd01034:Toluene	5.54794641	0	0	0	0	205.368531	5.54784641	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00047:Formic	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd01007:Benzene	5.54794641	0	0	0	0	173.3797754	5.54784641	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00020:pyruvate	3.715562853	0.00403707	0	0	0	12.11324354	3.715462853	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00130:malate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00023:glutomate	-2.78E-14	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00035:Alanine	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00027:glucose	-2.78E-14	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd01711:Isobutyrate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00041:aspartate	-2.78E-14	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00041:Aspartate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00048:SO4	11.66765774	0	0	0	0	10.31994924	11.66755774	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd01711:Isobutyrate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00007:O2;cpd00048:SO4	11.66765774	0	0	0	0	10.31994905	11.66755774	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00141:Propionate	3.715562853	0	0	-49.99865431	0	46.58605239	3.715462853	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00067:h2;cpd00011:co2	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd04383:Ethylbenzene	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00106:fumarate	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00029:Acetate	2.477041902	0	-49.99798146	0	0	17.92650568	2.476941902	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00054:Serine	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00011:CO2	-2.78E-14	0	0	0	0	0	0	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00029:Acetate	2.477041902	0	-49.99798146	0	0	17.92650568	2.476941902	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00047:Formic	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00156:Vanine	-1.25E-13	0	-1.46E-13	0	0	0	-1.25E-13	0	0	1000	1000	846.1082112
Geobacter_metallireducens	cpd00013:nh4;cpd00141:Propionate	3.715562853	0	0	-49.99865431	0	46.58605239	3.715462853	0	0	1000	1000	846.1082112
Thermincola_ferriacetica	none	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00039:Lysine	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00211:butyrate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00027:glucose	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00211:Butyrate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd04450:xylene	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00029:Acetate;cpd10516:Fe3	2.608038474	0	-50	0	0	-271.3613615	2.611772777	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00221:lactate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd01034:Toluene	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00047:Formic	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd01007:Benzene	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00020:pyruvate	3.912057711	0	0	0	0	-482.0539551	3.91579201	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00130:malate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00023:glutomate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00035:Alanine	3.912057711	0	0	0	0	-382.0539551	3.915792016	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00027:glucose	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd01711:Isobutyrate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00041:aspartate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00041:Aspartate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00048:SO4	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd01711:Isobutyrate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene;cpd10516:Fe3;cpd00209:NO3;cpd00007:O2;cpd00048:SO4	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00141:Propionate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00067:h2;cpd00011:co2	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd04383:Ethylbenzene	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00106:fumarate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00067:h2;cpd00011:co2;cpd00029:Acetate	2.608038474	0	-50	0	0	-271.3613615	2.611772769	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00054:Serine	3.912057711	0	0	0	0	-482.0539551	3.915792026	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00011:CO2	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00029:Acetate	2.608038474	0	-50	0	0	-271.3613615	2.611772774	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00047:Formic	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00156:Vanine	2.75255922	0	0	48.15294781	0	-131.7828601	2.756092206	0	0	1000	0	781.5365734
Thermincola_ferriacetica	cpd00013:nh4;cpd00141:Propionate	1.25E-12	0	0	0	0	0	0	0	0	1000	0	781.5365734
Methanobacterium_formicicum	none	-7.18E-16	0	0	0	0	0	0	0	0	0	0	0
Methanobacterium_formicicum	cpd00013:nh4;cpd04450:xylene;cpd01034:Toluene;cpd04383:Ethylbenzene;cpd01007:Benzene	-1.39E-14	0	0	0	0	0	0	0	0	0	0	0
